Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
Oct,2,Tuesday,Honda,Urban,Friday,Feb,3,Male,Single,,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11980,15,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Collision,62060.96345
Aug,3,Saturday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11981,14,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,83668.48348
Jun,4,Wednesday,Chevrolet,Urban,Tuesday,Jan,4,Male,Married,61,Third Party,Sedan - Liability,Sport,40000 to 59000,0,11983,8,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,Internal,1 to 2,no change,1 vehicle,1996,Liability,50754.80403
Jan,4,Wednesday,Nisson,Urban,Monday,Mar,3,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11984,15,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,13211.64311
Aug,3,Tuesday,Mazda,Urban,Wednesday,Sep,1,Female,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11985,12,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,7118.3901
Dec,4,Saturday,Nisson,Urban,Monday,Dec,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11986,8,500,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,2 to 3 years,1 vehicle,1996,Liability,60393.59647
Dec,2,Monday,Toyota,Urban,Tuesday,Feb,2,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11987,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,8052.377166
Nov,4,Wednesday,Toyota,Rural,Monday,Nov,5,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11988,4,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,66455.92151
Oct,4,Friday,Chevrolet,Urban,Friday,Oct,4,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11989,16,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,16927.60345
Oct,4,Sunday,Chevrolet,Urban,Monday,Oct,4,Male,Married,72,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11990,4,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,2759.966265
Jan,4,Wednesday,Honda,Urban,Wednesday,Jan,4,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11994,16,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,5041.495393
Jun,4,Wednesday,Pontiac,Urban,Wednesday,Jun,4,Female,Single,28,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11995,13,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,62888.308
Feb,3,Friday,Toyota,Urban,Friday,Feb,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11996,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,58899.34453
Apr,1,Sunday,Mazda,Urban,Wednesday,Apr,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11999,3,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1599.171737
Feb,5,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,74,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12000,10,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,5 to 8,1996,Liability,2248.044326
Feb,4,Saturday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12001,14,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1365.056966
Feb,2,Tuesday,Mazda,Urban,Wednesday,Feb,2,Male,Married,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12003,13,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,3975.265263
Feb,4,Friday,Pontiac,Urban,Tuesday,Mar,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12005,2,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,1996,Liability,18179.6322
Feb,3,Thursday,Toyota,Urban,Friday,Feb,4,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12007,2,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,3438.286739
Jan,3,Wednesday,VW,Urban,Tuesday,Feb,1,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12009,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,6959.814671
May,2,Sunday,Honda,Urban,Monday,May,2,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12010,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,52565.74189
Jan,3,Friday,Mazda,Urban,Tuesday,Jan,3,Female,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12012,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,4145.342208
Jan,2,Sunday,Chevrolet,Urban,Monday,Jan,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12013,4,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,1 year,2 vehicles,1996,Liability,28221.41949
Nov,4,Monday,Ford,Rural,Friday,Jan,2,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12016,10,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7274.044114
Nov,2,Monday,Mercury,Urban,Wednesday,Jan,3,Female,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12017,16,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,9105.324047
May,2,Sunday,Toyota,Urban,Monday,May,2,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12018,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1809.404783
Dec,2,Friday,Pontiac,Urban,Thursday,Jan,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12020,6,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,8303.250245
Dec,4,Thursday,Honda,Urban,Tuesday,Jan,1,Male,Single,,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12021,3,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,60577.35839
Dec,4,Thursday,VW,Urban,Friday,Jul,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,12023,8,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,59306.5346
Dec,5,Wednesday,Mazda,Urban,Monday,Jan,1,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12024,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,4659.063499
Dec,5,Friday,Pontiac,Urban,Thursday,Jan,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12026,13,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,55591.40571
Jan,1,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12027,4,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,6684.683875
Jan,1,Sunday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,47,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12029,1,700,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,5064.372386
Jan,1,Saturday,Pontiac,Urban,Tuesday,Jan,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12030,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,67668.95452
Jan,1,Monday,Honda,Urban,Tuesday,Jan,1,Male,Single,,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12031,6,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,70881.0585
Jan,1,Wednesday,Honda,Urban,Friday,Jan,3,Male,Single,,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12032,1,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,58160.65751
Jan,1,Tuesday,Chevrolet,Urban,Tuesday,Jan,2,Male,Single,35,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12033,15,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,80258.15858
Jan,1,Wednesday,Toyota,Urban,Wednesday,Jan,1,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12034,10,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Liability,2721.903666
Jan,2,Friday,Toyota,Urban,Friday,Jan,2,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12035,13,400,4,more than 30,more than 30,none,5 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,7991.468356
Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12038,6,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,69032.49752
Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12040,8,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,3348.897539
Jan,3,Friday,Honda,Urban,Monday,Jan,3,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12041,11,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,3323.333291
May,2,Monday,Chevrolet,Urban,Wednesday,May,3,Male,Married,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12043,2,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1660.182344
Jan,4,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,64,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12046,13,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,57888.45232
Jan,5,Sunday,Chevrolet,Urban,Monday,Jan,5,Male,Married,47,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12048,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,18114.17666
Feb,1,Tuesday,Pontiac,Urban,Monday,Feb,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12049,16,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,3893.782079
Feb,1,Tuesday,Honda,Rural,Thursday,Feb,1,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12050,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7490.141905
Jan,5,Monday,Pontiac,Urban,Monday,Jan,5,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12051,14,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,82440.20837
Feb,1,Sunday,Honda,Urban,Thursday,Feb,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12053,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,74391.15305
Feb,2,Thursday,Pontiac,Urban,Friday,Feb,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,more than 69000,0,12054,4,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,73961.69079
Feb,2,Tuesday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12055,15,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,3 to 4,1996,Collision,5895.903884
Feb,2,Thursday,Toyota,Urban,Monday,Feb,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12056,11,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,9723.617008
May,2,Monday,Toyota,Urban,Wednesday,May,4,Male,Married,31,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12059,14,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,2020.276645
Jul,1,Saturday,Toyota,Urban,Thursday,Jul,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12060,3,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,75001.97043
Aug,5,Tuesday,Toyota,Urban,Wednesday,Aug,5,Male,Married,58,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12062,2,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2991.56924
Dec,4,Saturday,Pontiac,Urban,Tuesday,Jan,1,Female,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12064,16,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,7415.82018
Dec,4,Tuesday,Honda,Rural,Tuesday,Jan,1,Male,Married,68,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12066,5,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils,4068.714431
Dec,5,Friday,Mazda,Urban,Monday,Jan,1,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12067,7,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,9584.212543
Jan,2,Sunday,Ford,Urban,Monday,Jan,2,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12069,15,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2159.944767
Jan,2,Monday,Toyota,Urban,Wednesday,Jan,2,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12071,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,94228.69449
Jan,2,Tuesday,Honda,Urban,Thursday,Jan,2,Male,Married,55,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12072,6,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,4171.175921
Jan,2,Sunday,Pontiac,Urban,Monday,Jan,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12073,9,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2317.254514
Jan,2,Friday,Pontiac,Urban,Monday,Jan,3,Male,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12074,7,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils,1725.435719
Jan,3,Tuesday,Pontiac,Urban,Tuesday,Jan,3,Male,Single,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12077,7,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
Jan,3,Monday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12078,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,1982.588012
Jan,4,Monday,Pontiac,Urban,Wednesday,Feb,1,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12079,5,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,96853.04458
May,2,Wednesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12080,14,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,55087.39834
Jan,4,Friday,Pontiac,Urban,Tuesday,Jan,5,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12081,12,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,3822.439239
Jan,4,Friday,Honda,Urban,Wednesday,Feb,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12082,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,873.9596988
Feb,1,Wednesday,Toyota,Urban,Tuesday,Feb,2,Male,Married,72,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12083,8,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,6656.328102
Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12084,10,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,4296.063533
Feb,1,Saturday,Pontiac,Urban,Tuesday,Feb,2,Male,Married,80,Policy Holder,Sedan - Liability,Sport,less than 20000,0,12086,16,400,4,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,3283.677433
Feb,2,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12087,15,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,16169.5991
Feb,2,Friday,Honda,Urban,Friday,Feb,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12089,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,4419.89266
Feb,3,Tuesday,Saturn,Urban,Monday,Feb,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12090,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,5923.241621
Feb,4,Thursday,Pontiac,Urban,Friday,Feb,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12093,14,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,5113.027017
Mar,1,Saturday,Accura,Urban,Monday,Mar,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12094,12,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,14184.64189
Mar,2,Friday,Mazda,Urban,Friday,Mar,2,Male,Single,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12095,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,10645.91223
May,3,Wednesday,Pontiac,Rural,Wednesday,May,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12099,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,2303.54071
Jun,1,Tuesday,Chevrolet,Urban,Thursday,Sep,4,Male,Married,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12100,5,400,2,more than 30,more than 30,1,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,2931.111482
Oct,3,Saturday,Chevrolet,Urban,Friday,Oct,3,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12101,1,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,52880.4424
